SurveyId,Country,OptInDate,BirthYear,Age,AgeGroup,Gender,Region,District,Urban_Rural,WaterSupply_Tap,WaterSupply_Standpipe,WaterSupply_Well,WaterSupply_Bottled water/sachet,WaterSupply_Tanker,WaterSupply_Cart vendor,WaterSupply_Rainwater,WaterSupply_Spring/River,FlowDays,FlowHours,SourceLocation,WaterPay,WaterChange,WaterSupplyBefore_Tap,WaterSupplyBefore_ Standpipe,WaterSupplyBefore_Well,WaterSupplyBefore_ Bottled water/sachet,WaterSupplyBefore_Tanker,WaterSupplyBefore_Cart vendor,WaterSupplyBefore_Rainwater,WaterSupplyBefore_Spring/River,FlowDaysBefore,FlowHoursBefore,WaterPayBefore
UPS-5770219396916457764,Ghana,11-22-2020,1992,28,25-40,Female,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,24,In my home or compound,1,Easier,No,Yes,No,No,No,No,No,No,6,2,1
UPS4698501251358993978,Ghana,11-24-2020,1999,21,15-24,Male,Northern,Tatale Sanguli,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,0,More difficult,No,Yes,No,No,No,No,No,No,7,24,0
UPS-885841380858583368,Ghana,11-19-2020,1994,26,25-40,Female,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,4,In my home or compound,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS-1629450778494441699,Ghana,11-25-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,2,Easier,Yes,No,No,No,No,No,No,No,7,3,5
UPS4448426987193163784,Ghana,11-25-2020,1994,26,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,More difficult,Yes,No,No,No,No,No,No,No,3,3,50
UPS6497888343783961629,Ghana,11-21-2020,1992,28,25-40,Female,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,40,The same as before,No,No,No,No,Yes,No,No,No,0,0,40
UPS4534279738141926235,Ghana,11-21-2020,1990,30,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,Neighbor,100,Easier,No,No,No,No,No,Yes,No,No,0,0,100
UPS-8774920273301171726,Ghana,11-24-2020,1987,33,25-40,Female,Northern,Nanumba South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,5,Neighbor,350,More difficult,No,No,Yes,No,No,No,No,No,0,0,400
UPS7742928608583590307,Ghana,11-24-2020,1990,30,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,2,The same as before,No,No,No,No,Yes,No,No,No,0,0,3
UPS-4513951516014773471,Ghana,11-22-2020,1993,27,25-40,Female,Northern,Tatale Sanguli,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,1,I must walk to it,30,More difficult,No,Yes,No,No,No,No,No,No,0,2,60
UPS-3019054354137041842,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,Yes,No,No,Yes,No,0,3,In my home or compound,70,More difficult,No,Yes,No,Yes,No,No,No,No,4,24,30
UPS-6301626919239504756,Ghana,11-23-2020,1999,21,15-24,Male,Northern,Nanumba South,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,3,Neighbor,80,More difficult,No,Yes,No,No,No,No,No,No,3,4,50
UPS-4366026501566599883,Ghana,11-21-2020,1992,28,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,50,Easier,No,No,No,No,No,No,Yes,No,0,0,70
UPS-729075301446498105,Ghana,11-25-2020,1993,27,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,6,24,Neighbor,20,The same as before,Yes,No,No,No,No,No,No,No,6,24,20
UPS6915207781251598904,Ghana,11-20-2020,1992,28,25-40,Female,Volta,Kadjebi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,16,I must walk to it,10,More difficult,No,Yes,No,No,No,No,No,No,2,4,5
UPS6633779440448544158,Ghana,11-20-2020,1992,28,25-40,Female,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,3,I must walk to it,12,More difficult,No,Yes,No,No,No,No,No,No,7,13,22
UPS-5829344235843767759,Ghana,11-23-2020,1992,28,25-40,Male,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,7,In my home or compound,10,Easier,Yes,No,No,No,No,No,No,No,3,6,100
UPS-6472367858352487090,Ghana,11-17-2020,1957,63,40+,Male,Volta,Ho West,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,50,Easier,No,No,No,No,No,No,No,Yes,0,0,150
UPS1196713249119533383,Ghana,11-24-2020,1989,31,25-40,Male,Northern,Nanton,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,2,I must walk to it,90,Easier,Yes,No,No,No,No,No,No,No,1,3,120
UPS5445956134361312639,Ghana,11-24-2020,1997,23,15-24,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,6,The same as before,Yes,No,No,No,No,No,No,No,4,7,2
UPS-4602434251043014933,Ghana,11-24-2020,1995,25,25-40,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,10,I must walk to it,20,More difficult,No,Yes,No,No,No,No,No,No,7,7,7
UPS6945652459954379505,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,0,Easier,No,No,No,No,No,No,No,Yes,0,0,15
UPS-6362525925951575756,Ghana,11-24-2020,1996,24,15-24,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,16,In my home or compound,350,Easier,No,No,No,No,Yes,No,No,No,0,0,300
UPS-7718664080753452609,Ghana,11-24-2020,1984,36,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,22,More difficult,No,No,No,No,No,No,Yes,No,0,0,400
UPS-1196226193996208002,Ghana,11-24-2020,1990,30,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,5,5,Neighbor,30,Easier,No,No,No,No,No,No,No,Yes,0,0,3
UPS5688737265159454540,Ghana,11-22-2020,1994,26,25-40,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],Yes,No,No,No,No,No,No,No,4,8,I must walk to it,3,The same as before,Yes,No,No,No,No,No,No,No,3,8,300
UPS4169933731907573198,Ghana,11-22-2020,1996,24,15-24,Female,Brong-Ahafo,Wenchi,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,9,I must walk to it,30,The same as before,No,Yes,No,No,No,No,No,No,5,8,25
UPS-3383671861550015594,Ghana,11-22-2020,1995,25,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,Easier,Yes,No,No,No,No,No,No,No,0,1,200
UPS7301018225431543235,Ghana,11-24-2020,1982,38,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,7,Neighbor,100,More difficult,No,Yes,No,No,No,No,No,No,5,10,200
UPS5655088561283638812,Ghana,11-21-2020,1985,35,25-40,Female,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,35,The same as before,No,No,No,Yes,No,No,No,No,0,0,35
UPS1356297547013791939,Ghana,11-20-2020,1990,30,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,10,The same as before,No,No,No,No,No,No,Yes,No,0,0,10
UPS-7607152337614406378,Ghana,11-23-2020,1995,25,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,4,I must walk to it,30,More difficult,Yes,No,No,No,No,No,No,No,2,6,23
UPS-1374526831828754046,Ghana,11-24-2020,1997,23,15-24,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,2,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS6543512735341055707,Ghana,11-24-2020,1994,26,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,15,In my home or compound,70,The same as before,Yes,No,No,No,No,No,No,No,6,18,100
UPS-4599577883296369364,Ghana,11-25-2020,1991,29,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,0,Easier,No,No,Yes,No,No,No,No,No,0,0,100
UPS4631388666560724105,Ghana,11-23-2020,1995,25,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,More difficult,No,No,No,Yes,No,No,No,No,0,0,40
UPS-1363994373338140861,Ghana,11-20-2020,1987,33,25-40,Female,Volta,Kadjebi,Urban area [city/town],Yes,No,No,No,No,No,No,No,1,5,In my home or compound,9,The same as before,No,No,No,Yes,No,No,No,No,0,0,10
UPS-6358210151525499642,Ghana,11-24-2020,1986,34,25-40,Male,Northern,Kpandai,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,More difficult,No,No,Yes,No,No,No,No,No,0,0,1
UPS400831130991372314,Ghana,11-17-2020,1987,33,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,7,24,0
UPS-4826469689226712679,Ghana,11-25-2020,1995,25,25-40,Female,Northern,Nanumba South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,3,I must walk to it,50,The same as before,Yes,No,No,No,No,No,No,No,2,3,50
UPS-6306793438861352459,Ghana,11-21-2020,1998,22,15-24,Male,Northern,Kpandai,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,30,More difficult,No,No,No,No,No,No,Yes,No,0,0,30
UPS50026404152996866,Ghana,11-24-2020,1982,38,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,10,The same as before,No,No,Yes,No,No,No,No,No,0,0,10
UPS3691764662662985676,Ghana,11-20-2020,1990,30,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,9,I must walk to it,143,The same as before,No,Yes,No,No,No,No,No,No,7,9,132
UPS-7249694803320997431,Ghana,11-21-2020,1980,40,25-40,Female,Northern,Sawla Tuna Kalba,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,5,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS2843508482284754165,Ghana,11-24-2020,1989,31,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,100,The same as before,No,Yes,No,No,No,No,No,No,7,3,100
UPS-3137251122114985827,Ghana,11-23-2020,1998,22,15-24,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,5,6,In my home or compound,50,More difficult,Yes,No,No,No,No,No,No,No,7,24,30
UPS1239423991228774337,Ghana,11-23-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,100,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS3127620722644714530,Ghana,11-25-2020,1994,26,25-40,Female,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,20,Easier,Yes,No,No,No,No,No,No,No,2,5,20
UPS670654351765309920,Ghana,11-17-2020,1988,32,25-40,Female,Volta,Central Tongu,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,10,Easier,Yes,No,No,No,No,No,No,No,3,12,30
UPS8682100145140322458,Ghana,11-22-2020,1999,21,15-24,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,50
UPS-6163401794208413205,Ghana,11-25-2020,1991,29,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,30,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS2496341904838224155,Ghana,11-17-2020,1999,21,15-24,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,12,In my home or compound,25,The same as before,No,Yes,No,No,No,No,No,No,4,18,200
UPS3685062882404487074,Ghana,11-23-2020,1996,24,15-24,Female,Volta,Central Tongu,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,24,I must walk to it,50,Easier,Yes,No,No,No,No,No,No,No,3,8,30
UPS4581291697457178949,Ghana,11-23-2020,1988,32,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,3,In my home or compound,150,More difficult,No,No,No,No,Yes,No,No,No,0,0,100
UPS-997552956367954054,Ghana,11-24-2020,1997,23,15-24,Female,Volta,Afadzato South,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,The same as before,No,No,No,Yes,No,No,No,No,0,0,10
UPS171858202455745623,Ghana,11-17-2020,1990,30,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,1
UPS1866193888021280104,Ghana,11-25-2020,1994,26,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,50
UPS1674841575645818114,Ghana,11-23-2020,1996,24,15-24,Male,Northern,Nanumba South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,5,I must walk to it,1,The same as before,Yes,No,No,No,No,No,No,No,3,8,5
UPS7471764755657288225,Ghana,11-20-2020,1984,36,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,120,The same as before,No,No,No,No,No,No,Yes,No,0,0,120
UPS-1246726932175483104,Ghana,11-24-2020,1994,26,25-40,Male,Northern,Sawla Tuna Kalba,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,240,More difficult,No,No,No,No,Yes,No,No,No,0,0,80
UPS3159388196836191358,Ghana,11-19-2020,1993,27,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,5,More difficult,No,No,Yes,No,No,No,No,No,0,0,4
UPS-662343349641311331,Ghana,11-24-2020,1992,28,25-40,Female,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,10,More difficult,No,No,Yes,No,No,No,No,No,0,0,5
UPS-8469115465160325342,Ghana,11-21-2020,1999,21,15-24,Male,Northern,Sawla Tuna Kalba,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,100,Easier,No,No,No,No,Yes,No,No,No,0,0,155
UPS-6064290512791651463,Ghana,11-23-2020,1993,27,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,2,In my home or compound,200,The same as before,No,Yes,No,No,No,No,No,No,3,2,50
UPS-8750895664475917287,Ghana,11-22-2020,1981,39,25-40,Male,Northern,Zabzugu,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,30,Easier,No,No,No,No,Yes,No,No,No,0,0,20
UPS-871455182834423941,Ghana,11-23-2020,1994,26,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,100,More difficult,No,No,No,No,No,No,Yes,No,0,0,50
UPS-14389986049348167,Ghana,11-17-2020,1972,48,40+,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,24,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,5,16,30
UPS-2491871516191047069,Ghana,11-19-2020,1994,26,25-40,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,14,I must walk to it,120,More difficult,No,Yes,No,No,No,No,No,No,4,9,120
UPS-2030102052428621592,Ghana,11-20-2020,1991,29,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS-5212896928269379459,Ghana,11-24-2020,1995,25,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,25,More difficult,No,Yes,No,No,No,No,No,No,5,8,25
UPS-809594361632092949,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,35,More difficult,No,No,No,No,Yes,No,No,No,0,0,12
UPS4319544986056521266,Ghana,11-24-2020,1987,33,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,100,Easier,No,No,No,No,No,No,Yes,No,0,0,100
UPS1307391794187016706,Ghana,11-20-2020,1988,32,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,3,The same as before,No,No,No,Yes,No,No,No,No,0,0,50
UPS-6835611183080602447,Ghana,11-25-2020,1998,22,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,450,More difficult,No,Yes,No,No,No,No,No,No,3,5,400
UPS-2486090397263528427,Ghana,11-22-2020,1988,32,25-40,Male,Northern,Sawla Tuna Kalba,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,50,More difficult,No,No,Yes,No,No,No,No,No,0,0,50
UPS700176685583914579,Ghana,11-24-2020,1995,25,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,Yes,No,4,10,Neighbor,50,The same as before,Yes,Yes,No,No,No,No,Yes,No,4,16,50
UPS2401304073389390576,Ghana,11-24-2020,1999,21,15-24,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,The same as before,No,No,No,No,No,No,No,Yes,0,0,10
UPS-7689289185604149184,Ghana,11-24-2020,1996,24,15-24,Male,Volta,Ketu North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,25,The same as before,No,No,Yes,No,No,No,No,No,0,0,25
UPS8467959748625018597,Ghana,11-23-2020,1995,25,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,6,The same as before,No,No,No,Yes,No,No,No,No,0,0,6
UPS-5265969787708606332,Ghana,11-17-2020,2002,18,15-24,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,More difficult,No,No,No,No,No,No,Yes,No,0,0,50
UPS4775867019298832534,Ghana,11-20-2020,1995,25,25-40,Female,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,6,Neighbor,150,More difficult,No,No,Yes,No,No,No,No,No,0,0,200
UPS1449882336540589508,Ghana,11-24-2020,1997,23,15-24,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,4,Neighbor,1,More difficult,No,No,Yes,No,No,No,No,No,0,0,300
UPS1512743413580320663,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,8,The same as before,No,No,No,Yes,No,No,No,No,0,0,8
UPS8879945347848581305,Ghana,11-24-2020,1994,26,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,In my home or compound,1,Easier,No,No,No,No,No,No,No,Yes,0,0,2
UPS-7061459062049341063,Ghana,11-23-2020,1987,33,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,100,More difficult,No,No,No,No,No,No,No,Yes,0,0,170
UPS-2291237385202596005,Ghana,11-17-2020,1995,25,25-40,Female,Volta,Central Tongu,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,8,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,2,2,2
UPS8729915243160444547,Ghana,11-23-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,Neighbor,52,Easier,No,No,No,No,No,No,Yes,No,0,0,2
UPS7467371513337197576,Ghana,11-21-2020,1989,31,25-40,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,2,I must walk to it,10,The same as before,Yes,No,No,No,No,No,No,No,2,2,10
UPS-1802478003144418388,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,5,More difficult,No,No,Yes,No,No,No,No,No,0,0,5
UPS-4593761388426328732,Ghana,11-25-2020,1970,50,40+,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,The same as before,No,No,No,No,No,No,No,Yes,0,0,50
UPS1654802249537650979,Ghana,11-19-2020,1992,28,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,250,The same as before,No,No,Yes,No,No,No,No,No,0,0,320
UPS1355917939743546008,Ghana,11-20-2020,1990,30,25-40,Female,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,8,I must walk to it,30,Easier,No,Yes,No,No,No,No,No,No,2,4,60
UPS-800488671840509395,Ghana,11-21-2020,1983,37,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,24,I must walk to it,150,The same as before,No,No,No,No,No,Yes,No,No,0,0,150
UPS7578391253316782483,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Tatale Sanguli,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,50,Easier,No,No,Yes,No,No,No,No,No,0,0,50
UPS-1177760427698420109,Ghana,11-23-2020,1999,21,15-24,Male,Volta,Ketu North,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,In my home or compound,25,Easier,Yes,No,No,No,No,No,No,No,7,24,100
UPS1224065565203418597,Ghana,11-19-2020,1990,30,25-40,Female,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,Neighbor,1,Easier,No,No,No,No,No,Yes,No,No,0,0,1
UPS-9125380190630489828,Ghana,11-21-2020,2000,20,15-24,Female,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS-6012713049297212607,Ghana,11-23-2020,1982,38,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,250,Easier,No,No,No,Yes,No,No,No,No,0,0,180
UPS-3118109978300808379,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,4,Neighbor,21,Easier,No,No,No,Yes,No,No,No,No,0,0,21
UPS4035307139854436686,Ghana,11-23-2020,1998,22,15-24,Male,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,4,I must walk to it,1,Easier,Yes,No,No,No,No,No,No,No,1,2,1
UPS5163869103054621541,Ghana,11-23-2020,2000,20,15-24,Female,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,300,The same as before,No,No,Yes,No,No,No,No,No,0,0,200
UPS-2267850327296883569,Ghana,11-22-2020,1990,30,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,116,The same as before,No,No,No,Yes,No,No,No,No,0,0,116
UPS-3819011479446397936,Ghana,11-24-2020,1994,26,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,3,In my home or compound,50,The same as before,No,Yes,No,No,No,No,No,No,2,2,80
UPS4025980681774701670,Ghana,11-17-2020,1997,23,15-24,Female,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,12,In my home or compound,200,The same as before,No,No,No,Yes,No,No,No,No,0,0,150
UPS-6857353725440978457,Ghana,11-22-2020,1988,32,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,3,More difficult,No,No,No,Yes,No,No,No,No,0,0,3
UPS-4702309522348271197,Ghana,11-25-2020,1985,35,25-40,Male,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,24,I must walk to it,1,Easier,No,Yes,No,No,No,No,No,No,3,12,1
UPS6137819071826014841,Ghana,11-25-2020,2001,19,15-24,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,The same as before,No,No,No,No,No,No,No,Yes,0,0,1
